ticker,f_rsi2,f_rsi14,f_atr_pct,f_pullback,f_vs_sma50,f_vs_sma200,f_trend_spread,f_adx,f_dvol_musd,f_down_days,signal_date,entry_date,exit_date,days,entry,stop,exit,stop_dist_pct,r,gross_pct,mae_pct,reason,score,cost_pct_margin
EWT,6.1,49.7,1.23,3.06,1.36,5.52,4.1,16.4,136.0,3,2023-07-21,2023-07-24,2023-08-09,13,47.87,45.81,46.48,4.3,-0.79,-2.9,-4.09,tiempo,46.1,4.9
META,6.6,49.7,3.02,7.72,5.65,55.56,47.24,39.7,7897.0,3,2023-07-24,2023-07-25,2023-08-10,13,297.52,284.31,305.74,4.44,0.951,2.76,-1.9,tiempo,72.9,4.9
COHR,14.5,46.3,5.8,12.04,7.75,19.79,11.17,27.0,134.0,2,2023-07-24,2023-07-25,2023-08-10,13,46.76,42.76,46.67,8.56,-0.08,-0.19,-3.59,tiempo,30.6,4.9
PATH,12.7,47.6,5.14,8.06,-0.15,15.29,15.47,9.4,139.0,1,2023-07-25,2023-07-26,2023-08-07,9,17.21,15.9,15.9,7.62,-1.049,-7.62,-7.61,stop,61.5,3.7
RACE,2.3,50.8,1.33,3.85,3.06,22.9,19.26,24.5,112.0,3,2023-07-25,2023-07-26,2023-08-07,9,317.33,311.02,311.02,1.99,-1.186,-1.99,-1.92,stop,70.8,3.7
AMZN,13.7,48.4,2.38,5.33,2.11,21.83,19.31,22.2,6953.0,2,2023-07-26,2023-07-27,2023-08-14,13,131.0,125.5,140.57,4.2,1.503,7.31,-3.5,tiempo,69.6,4.9
TXN,13.8,45.8,2.45,5.42,0.45,2.06,1.6,13.7,972.0,2,2023-07-26,2023-07-27,2023-08-02,5,178.31,171.83,171.83,3.63,-1.069,-3.63,-1.16,stop,47.9,2.5
NFLX,7.8,45.3,3.38,11.5,1.92,25.06,22.7,35.3,3781.0,2,2023-07-26,2023-07-27,2023-08-14,13,42.69,40.55,42.78,5.02,-0.057,0.21,-3.52,tiempo,68.4,4.9
VRT,14.9,57.9,3.17,5.27,13.45,57.37,38.71,50.8,108.0,2,2023-07-27,2023-07-28,2023-08-10,10,26.03,24.83,32.95,4.62,3.539,26.59,-2.38,stop,53.6,4.0
ORCL,13.4,45.3,2.13,5.15,-0.04,22.65,22.7,15.7,891.0,2,2023-08-03,2023-08-04,2023-08-09,4,116.17,112.52,112.52,3.14,-1.07,-3.14,-1.68,stop,73.3,2.2
MSFT,9.6,41.4,2.55,9.13,-2.78,17.03,20.37,18.2,11495.0,2,2023-08-03,2023-08-04,2023-08-11,6,331.88,319.38,319.38,3.77,-1.074,-3.77,-3.26,stop,70.1,2.8
NVO,12.6,44.0,1.8,5.47,-1.7,8.08,9.95,11.1,195.0,3,2023-08-04,2023-08-07,2023-08-14,6,80.1,77.67,89.88,3.02,2.677,12.22,-0.56,stop,54.5,2.8
AVGO,17.2,50.8,2.28,4.17,3.13,36.17,32.04,36.3,2275.0,3,2023-08-04,2023-08-07,2023-08-09,3,89.36,86.35,86.35,3.37,-1.056,-3.37,-2.26,stop,63.2,1.9
GOOGL,13.9,57.4,2.59,3.47,3.88,22.25,17.68,20.8,4456.0,2,2023-08-04,2023-08-07,2023-08-23,13,131.51,120.32,132.37,8.51,0.019,0.65,-3.9,tiempo,60.0,4.9
TSLA,13.1,42.8,4.12,14.88,-2.2,27.39,30.25,23.0,30641.0,3,2023-08-08,2023-08-09,2023-08-14,4,250.92,235.48,235.48,6.15,-1.036,-6.15,-5.14,stop,50.5,2.2
APP,8.0,54.1,3.87,6.43,10.52,66.49,50.65,38.2,59.0,3,2023-08-09,2023-08-10,2023-08-28,13,38.32,28.76,40.65,24.94,0.224,6.08,-13.44,tiempo,62.4,4.9
IGV,7.3,38.6,1.87,7.55,-1.85,14.72,16.88,25.6,322.0,2,2023-08-09,2023-08-10,2023-08-17,6,68.71,66.81,66.81,2.76,-1.101,-2.76,-1.59,stop,79.0,2.8
META,9.1,48.2,3.05,7.32,2.71,50.85,46.87,26.3,7880.0,2,2023-08-11,2023-08-14,2023-08-17,4,304.72,290.92,290.92,4.53,-1.049,-4.53,-3.43,stop,77.9,2.2
VRT,12.4,70.1,4.57,7.48,30.49,94.4,48.98,56.2,269.0,3,2023-08-11,2023-08-14,2023-08-30,13,34.58,25.1,38.89,27.4,0.437,12.46,-6.36,tiempo,56.3,4.9
WDC,3.7,57.3,2.73,3.72,5.26,11.74,6.16,24.7,147.0,3,2023-08-11,2023-08-14,2023-08-16,3,31.99,30.69,30.69,4.06,-1.047,-4.06,-3.05,stop,51.2,1.9
LNG,9.0,54.5,2.22,3.03,4.88,4.96,0.08,27.3,208.0,2,2023-08-15,2023-08-16,2023-09-01,13,164.25,154.6,167.34,5.88,0.237,1.88,-2.59,tiempo,32.8,4.9
IBM,3.7,50.2,1.34,3.79,2.32,3.9,1.55,33.6,681.0,3,2023-08-16,2023-08-17,2023-09-05,13,142.09,139.27,148.13,1.98,1.574,4.25,-1.64,tiempo,48.0,4.9
JPM,6.9,42.4,1.67,4.94,1.06,8.31,7.17,26.5,1288.0,2,2023-08-16,2023-08-17,2023-08-22,4,150.96,147.19,147.19,2.5,-1.088,-2.5,-2.33,stop,65.5,2.2
STX,9.9,49.7,2.85,6.31,2.47,6.36,3.79,25.2,181.0,2,2023-08-16,2023-08-17,2023-09-05,13,65.5,62.76,69.7,4.19,1.398,6.41,-3.04,stop,51.7,4.9
SLB,9.9,55.8,2.38,3.15,8.17,11.68,3.25,26.7,484.0,3,2023-08-16,2023-08-17,2023-08-23,5,58.81,55.81,55.68,5.11,-1.091,-5.32,-4.35,gap,38.1,2.5
HPQ,21.3,37.5,1.89,6.16,-1.98,4.68,6.79,23.0,153.0,2,2023-08-18,2023-08-21,2023-08-30,8,31.22,30.34,29.02,2.82,-2.617,-7.05,-2.75,gap,62.2,3.4
WDC,4.4,42.1,2.86,8.64,-0.44,5.62,6.08,20.2,139.0,3,2023-08-18,2023-08-21,2023-09-07,13,30.2,28.91,32.6,4.27,1.568,7.96,-2.78,stop,63.3,4.9
RACE,7.0,37.8,1.6,4.99,-2.69,13.91,17.05,15.2,89.0,3,2023-08-18,2023-08-21,2023-09-06,12,312.18,300.77,300.77,3.66,-1.126,-3.66,-2.6,stop,69.5,4.6
NVDA,40.7,47.9,3.78,7.38,-0.41,55.44,56.08,20.3,19432.0,3,2023-08-18,2023-08-21,2023-09-07,13,44.49,39.98,46.24,10.14,0.339,3.93,-0.61,tiempo,72.7,4.9
AMZN,6.5,48.8,2.65,6.33,1.6,24.43,22.47,19.4,7532.0,3,2023-08-18,2023-08-21,2023-09-07,13,134.07,128.78,137.85,3.94,0.591,2.82,-2.6,tiempo,84.6,4.9
MAR,2.4,50.6,2.09,4.17,4.47,16.16,11.19,25.4,491.0,3,2023-08-21,2023-08-22,2023-09-08,13,203.55,197.29,205.45,3.07,0.144,0.93,-2.61,tiempo,65.4,4.9
BRK-B,0.9,48.5,1.32,3.62,1.32,9.24,7.81,25.5,1031.0,3,2023-08-22,2023-08-23,2023-09-11,13,353.5,346.55,365.52,1.97,1.365,3.4,-0.55,tiempo,64.3,4.9
XOP,8.0,54.1,2.17,3.17,5.93,7.53,1.51,20.9,538.0,3,2023-08-24,2023-08-25,2023-09-13,13,145.63,140.94,152.03,3.22,1.28,4.39,-1.42,tiempo,36.1,4.9
LNG,11.5,44.9,2.2,4.46,-0.15,3.73,3.89,17.8,217.0,3,2023-09-07,2023-09-08,2023-09-26,13,162.59,157.33,162.01,3.24,-0.261,-0.36,-2.38,tiempo,49.4,4.9
GE,3.3,46.1,1.76,3.31,-0.45,19.44,19.97,13.5,407.0,3,2023-09-08,2023-09-11,2023-09-21,9,89.58,87.23,89.58,2.63,0.609,0.0,-0.12,stop,76.4,3.7
AMAT,5.5,50.8,2.92,4.2,1.94,19.22,16.95,14.8,787.0,3,2023-09-08,2023-09-11,2023-09-15,5,150.0,140.1,140.1,6.6,-1.038,-6.6,-4.19,stop,74.4,2.5
AVGO,14.3,47.1,2.95,7.08,-2.02,23.58,26.13,20.5,2177.0,1,2023-09-08,2023-09-11,2023-09-20,8,86.88,83.08,83.08,4.37,-1.078,-4.37,-3.48,stop,73.1,3.4
WDC,4.2,49.9,3.09,7.96,3.12,11.01,7.66,19.1,129.0,2,2023-09-12,2023-09-13,2023-09-29,13,32.91,30.76,34.49,6.53,0.66,4.8,-1.98,tiempo,62.4,4.9
NVDA,1.0,44.9,3.97,9.09,-0.82,47.5,48.73,16.8,28440.0,3,2023-09-12,2023-09-13,2023-09-18,4,45.67,43.0,42.75,5.86,-1.131,-6.4,-4.08,gap,84.8,2.2
LRCX,1.0,42.2,3.02,7.08,-1.84,18.51,20.73,14.7,601.0,3,2023-09-12,2023-09-13,2023-09-15,3,66.45,63.5,63.5,4.44,-1.043,-4.44,-2.04,stop,87.3,1.9
VRT,5.2,55.0,4.21,7.12,15.21,87.8,63.0,40.6,221.0,2,2023-09-13,2023-09-14,2023-09-26,9,37.97,35.63,35.63,6.16,-1.06,-6.16,-5.72,stop,68.0,3.7
MAR,15.0,47.3,2.03,3.03,0.51,13.96,13.38,13.9,347.0,3,2023-09-13,2023-09-14,2023-09-19,4,203.83,197.74,197.74,2.99,-1.074,-2.99,-1.86,stop,56.0,2.2
APP,6.5,59.4,3.37,5.58,18.07,97.76,67.49,47.7,92.0,2,2023-09-13,2023-09-14,2023-09-19,4,41.85,39.79,39.79,4.93,-1.045,-4.93,-1.82,stop,64.6,2.2
LLY,5.6,60.1,2.1,4.68,11.39,38.58,24.41,48.4,1575.0,3,2023-09-18,2023-09-19,2023-09-21,3,578.0,550.3,550.3,4.79,-1.04,-4.79,-1.52,stop,69.3,1.9
NOW,2.6,45.7,2.15,5.55,-0.28,17.07,17.39,18.6,509.0,3,2023-09-19,2023-09-20,2023-09-21,2,115.87,112.17,112.17,3.19,-1.05,-3.19,-1.65,stop,84.8,1.6
PATH,3.7,52.0,4.54,11.05,2.37,9.46,6.93,22.4,155.0,3,2023-09-19,2023-09-20,2023-09-26,5,17.38,15.89,15.89,8.6,-1.029,-8.6,-7.59,stop,48.9,2.5
IGV,11.3,46.9,1.55,4.2,-0.51,13.95,14.54,15.9,235.0,3,2023-09-19,2023-09-20,2023-09-21,2,70.64,69.01,68.89,2.31,-1.144,-2.48,-1.46,gap,63.2,1.6
AMZN,7.8,49.8,2.46,4.98,1.71,23.28,21.2,14.9,6728.0,3,2023-09-19,2023-09-20,2023-09-21,2,138.84,132.48,131.94,4.58,-1.12,-4.97,-2.62,gap,78.5,1.6
PANW,2.4,47.4,2.78,6.7,0.05,18.91,18.86,18.0,682.0,3,2023-09-19,2023-09-20,2023-09-21,2,119.39,114.47,114.47,4.13,-1.039,-4.13,-1.8,stop,90.6,1.6
MU,6.6,46.7,2.62,5.42,0.58,9.29,8.66,21.3,851.0,2,2023-09-21,2023-09-22,2023-09-28,5,69.29,66.62,65.97,3.86,-1.307,-4.79,-3.67,gap,68.7,2.5
META,14.1,46.5,2.88,5.13,-2.18,30.64,33.56,12.9,5538.0,2,2023-09-21,2023-09-22,2023-09-27,4,300.26,287.5,287.5,4.25,-1.052,-4.25,-2.18,stop,69.0,2.2
COP,9.9,47.8,2.17,4.29,1.6,8.75,7.04,17.8,561.0,2,2023-09-22,2023-09-25,2023-10-02,6,121.18,117.3,117.3,3.2,-1.088,-3.2,-1.89,stop,54.9,2.8
XOP,1.3,39.7,2.19,6.76,-1.0,7.37,8.45,20.7,571.0,3,2023-09-22,2023-09-25,2023-10-03,7,146.14,141.43,141.43,3.22,-1.096,-3.22,-2.98,stop,76.1,3.1
NVO,13.4,44.1,2.35,8.66,1.81,15.59,13.54,28.2,421.0,2,2023-09-25,2023-09-26,2023-10-02,5,92.78,89.57,89.57,3.46,-1.072,-3.46,-2.34,stop,64.1,2.5
GOOGL,12.1,38.4,2.18,6.97,-1.82,15.38,17.52,21.4,3391.0,2,2023-09-26,2023-09-27,2023-10-13,13,130.36,126.15,137.36,3.23,1.43,5.37,-1.37,tiempo,84.5,4.9
SLB,13.6,43.4,2.45,6.7,-1.63,9.51,11.33,15.5,506.0,2,2023-10-02,2023-10-03,2023-10-04,2,58.48,56.35,56.35,3.64,-1.044,-3.64,-2.19,stop,76.3,1.6
DELL,3.3,49.1,2.86,8.27,6.84,36.11,27.4,28.8,327.0,3,2023-10-05,2023-10-06,2023-10-24,13,67.06,63.94,66.95,4.65,-0.141,-0.16,-3.53,tiempo,73.2,4.9
CSCO,13.7,38.0,1.5,6.63,-2.9,4.9,8.03,33.0,944.0,3,2023-10-05,2023-10-06,2023-10-23,12,53.47,52.28,52.28,2.23,-1.206,-2.23,-1.37,stop,50.7,4.6
OXY,45.7,49.3,2.63,4.67,-0.85,2.4,3.28,14.0,665.0,3,2023-10-12,2023-10-13,2023-10-31,13,64.35,58.77,61.81,8.68,-0.511,-3.95,-5.28,tiempo,44.5,4.9
CRM,9.7,41.9,2.21,5.15,-2.87,4.44,7.53,22.1,840.0,3,2023-10-13,2023-10-16,2023-10-25,8,207.14,196.51,196.51,5.13,-1.066,-5.13,-4.48,stop,53.7,3.4
AMD,9.4,45.2,3.7,6.27,-2.67,3.72,6.56,12.9,5374.0,2,2023-10-18,2023-10-19,2023-10-25,5,104.78,99.1,99.1,5.42,-1.046,-5.42,-5.21,stop,53.6,2.5
VRT,8.1,43.7,5.55,12.13,-2.37,59.24,63.1,18.6,238.0,3,2023-10-20,2023-10-23,2023-10-26,4,37.94,34.88,34.88,8.07,-1.027,-8.07,-5.11,stop,55.9,2.2
META,9.1,48.5,2.87,5.85,1.92,25.18,22.83,13.5,6369.0,3,2023-10-20,2023-10-23,2023-10-25,3,315.3,301.99,301.99,4.22,-1.045,-4.22,-2.55,stop,78.3,1.9
LLY,2.5,50.6,2.75,6.49,1.91,31.73,29.26,28.9,1856.0,3,2023-10-23,2023-10-24,2023-10-27,4,588.34,564.58,563.01,4.04,-1.121,-4.31,-3.77,gap,89.4,2.2
MU,2.4,40.9,2.74,4.74,-1.76,4.67,6.56,12.7,1014.0,3,2023-10-23,2023-10-24,2023-10-26,3,68.16,65.41,65.41,4.03,-1.047,-4.03,-3.32,stop,64.4,1.9
IGV,4.6,40.4,2.01,4.59,-2.73,6.33,9.31,16.8,240.0,2,2023-10-23,2023-10-24,2023-10-25,2,68.46,66.42,66.42,2.99,-1.054,-2.99,-1.34,stop,59.7,1.6
STX,1.4,43.6,2.6,6.2,-1.54,2.71,4.31,12.2,163.0,3,2023-10-23,2023-10-24,2023-11-09,13,66.61,64.06,72.0,3.83,1.679,8.09,-3.74,tiempo,64.7,4.9
COST,2.3,40.2,1.66,4.29,-1.09,5.38,6.55,17.5,1051.0,3,2023-10-25,2023-10-26,2023-11-13,13,553.83,540.1,578.23,2.48,1.441,4.41,-2.46,tiempo,63.0,4.9
RACE,6.1,43.0,1.72,5.69,-1.95,2.66,4.7,16.0,98.0,3,2023-10-26,2023-10-27,2023-11-14,13,301.2,293.55,353.75,2.54,3.992,17.45,-1.27,tiempo,53.0,4.9
NVO,3.5,44.0,2.61,8.46,-1.29,13.68,15.18,19.0,511.0,3,2023-10-27,2023-10-30,2023-11-15,13,96.72,92.45,96.72,4.41,0.639,0.0,-1.11,stop,80.4,4.9
LNG,1.5,47.1,2.25,5.57,0.69,7.4,6.67,15.5,259.0,3,2023-10-27,2023-10-30,2023-11-07,7,167.99,162.35,168.01,3.36,0.659,0.01,-1.67,gap,70.1,3.1
COP,6.2,42.2,2.29,6.94,-2.18,6.78,9.16,16.0,620.0,2,2023-10-27,2023-10-30,2023-11-08,8,118.34,114.29,114.29,3.43,-1.099,-3.43,-3.39,stop,68.2,3.4
NFLX,17.0,53.8,3.41,3.83,-0.37,5.41,5.81,26.0,2972.0,3,2023-10-27,2023-10-30,2023-11-15,13,41.02,34.2,46.19,16.62,0.729,12.61,-2.63,tiempo,45.9,4.9
XOP,0.6,41.8,2.31,6.26,-2.73,6.12,9.09,15.6,786.0,3,2023-10-30,2023-10-31,2023-11-07,6,145.38,140.4,140.4,3.42,-1.082,-3.42,-2.11,stop,72.3,2.8
PANW,12.9,46.4,3.56,7.23,-0.95,10.88,11.95,17.6,1088.0,2,2023-11-16,2023-11-17,2023-12-06,13,122.4,115.92,143.6,5.29,2.294,17.32,-0.74,tiempo,64.6,4.9
AMAT,14.7,58.6,3.18,4.36,6.04,12.47,6.06,27.4,868.0,2,2023-11-17,2023-11-20,2023-12-07,13,149.05,138.27,148.39,7.24,-0.129,-0.44,-3.01,tiempo,37.6,4.9
SMCI,28.6,55.4,5.8,6.21,6.59,35.58,27.2,17.2,849.0,3,2023-11-24,2023-11-27,2023-12-13,13,28.83,24.98,27.33,13.36,-0.426,-5.2,-12.84,tiempo,51.9,4.9
AVGO,11.5,55.3,2.46,4.96,7.23,20.98,12.82,32.0,2527.0,2,2023-11-28,2023-11-29,2023-12-01,3,95.09,91.59,91.59,3.68,-1.052,-3.68,-3.42,stop,59.1,1.9
VRT,18.7,54.5,4.36,5.16,6.76,59.67,49.56,30.3,231.0,3,2023-11-28,2023-11-29,2023-12-15,13,44.01,40.96,47.73,6.93,1.289,8.45,-6.82,tiempo,49.5,4.9
MAR,14.1,55.0,1.71,3.45,3.44,9.44,5.8,23.6,294.0,2,2023-11-30,2023-12-01,2023-12-05,3,203.34,198.15,203.65,2.55,0.705,0.15,-0.29,stop,38.4,1.9
META,3.7,44.7,2.48,6.29,0.74,17.81,16.95,18.3,5026.0,3,2023-12-04,2023-12-05,2023-12-21,13,320.86,308.94,354.09,3.71,2.012,10.36,-1.7,tiempo,87.7,4.9
TSLA,12.2,51.5,4.14,4.52,0.4,5.08,4.66,15.5,29173.0,3,2023-12-04,2023-12-05,2023-12-21,13,239.37,224.73,254.5,6.11,0.954,6.32,-4.67,tiempo,47.1,4.9
NVDA,3.3,43.4,3.04,9.72,0.53,18.74,18.12,19.2,20848.0,3,2023-12-04,2023-12-05,2023-12-21,13,46.08,44.0,48.99,4.51,1.343,6.32,-1.75,tiempo,81.3,4.9
MSFT,4.3,54.6,1.82,3.54,6.76,15.6,8.27,42.6,10275.0,2,2023-12-04,2023-12-05,2023-12-21,13,369.52,359.47,373.54,2.72,0.22,1.09,-1.46,tiempo,54.1,4.9
RACE,2.4,58.9,1.48,4.33,9.51,17.39,7.19,50.4,107.0,3,2023-12-04,2023-12-05,2023-12-15,9,357.82,349.95,359.59,2.2,0.694,0.49,-0.04,stop,53.2,3.7
NFLX,13.1,53.5,1.98,5.09,8.86,16.58,7.09,41.3,1584.0,2,2023-12-05,2023-12-06,2023-12-06,1,46.0,44.65,44.65,2.95,-1.044,-2.95,0.0,stop,46.4,1.3
LRCX,10.0,55.5,2.48,3.5,7.14,15.44,7.75,39.3,629.0,2,2023-12-05,2023-12-06,2023-12-22,13,70.9,68.3,78.0,3.66,1.984,10.01,-2.19,tiempo,47.0,4.9
INTC,3.8,54.0,2.81,6.72,9.58,24.8,13.89,40.5,1689.0,3,2023-12-05,2023-12-06,2023-12-22,13,42.48,40.71,48.0,4.16,2.193,12.99,-3.08,tiempo,76.4,4.9
MU,3.0,47.4,2.67,6.27,3.24,11.81,8.3,30.1,927.0,3,2023-12-05,2023-12-06,2023-12-22,13,75.3,72.35,86.49,3.92,2.523,14.86,-3.15,tiempo,70.0,4.9
AMD,8.9,54.5,2.98,4.42,7.94,13.17,4.85,29.1,5402.0,2,2023-12-05,2023-12-06,2023-12-22,13,120.69,115.39,139.6,4.39,2.423,15.67,-3.57,tiempo,45.9,4.9
AVGO,6.4,45.8,2.45,8.29,2.35,15.53,12.88,24.2,2983.0,2,2023-12-05,2023-12-06,2023-12-22,13,92.04,88.68,112.2,3.65,3.617,21.91,-1.88,tiempo,74.6,4.9
WDC,13.5,55.4,2.83,3.35,4.49,16.37,11.37,18.7,232.0,2,2023-12-05,2023-12-06,2023-12-22,13,36.12,34.61,39.8,4.19,1.848,10.19,-2.18,tiempo,47.7,4.9
NVO,3.0,41.0,2.16,8.35,-1.68,11.49,13.39,15.8,439.0,3,2023-12-08,2023-12-11,2023-12-28,13,97.05,93.91,103.47,3.23,1.622,6.62,-2.39,tiempo,76.3,4.9
GOOGL,29.2,48.2,2.39,4.31,-0.79,8.43,9.29,14.2,3866.0,3,2023-12-12,2023-12-13,2024-01-02,13,133.38,127.27,138.17,4.58,1.035,3.59,-2.77,tiempo,55.1,4.9
LNG,18.6,43.6,2.25,6.62,-1.23,7.01,8.35,18.5,269.0,3,2023-12-13,2023-12-14,2024-01-03,13,171.89,166.15,169.36,3.34,-0.587,-1.47,-2.81,tiempo,55.6,4.9
LLY,20.0,42.3,2.81,4.83,-2.88,18.02,21.51,12.9,1758.0,2,2023-12-15,2023-12-18,2024-01-05,13,576.47,552.34,618.55,4.19,1.505,7.3,-1.64,tiempo,77.0,4.9
RACE,1.7,43.1,1.76,6.73,3.06,13.27,9.91,40.4,117.0,3,2023-12-18,2023-12-19,2023-12-20,2,347.88,338.7,338.7,2.64,-1.061,-2.64,-0.83,stop,70.9,1.6
STX,4.9,60.5,2.17,4.19,9.89,24.52,13.31,45.1,180.0,3,2023-12-20,2023-12-21,2024-01-10,13,83.51,77.75,82.66,6.9,-0.218,-1.02,-4.92,tiempo,63.7,4.9
PANW,10.1,57.6,2.84,4.99,10.94,28.21,15.57,28.8,1413.0,3,2023-12-22,2023-12-26,2024-01-02,5,150.38,144.03,144.03,4.22,-1.059,-4.22,-2.93,stop,64.3,2.5
DELL,8.3,55.8,2.18,3.2,4.44,29.42,23.92,22.7,299.0,3,2024-01-02,2024-01-03,2024-01-22,13,76.0,70.72,81.14,6.94,1.167,6.76,-1.89,tiempo,63.3,4.9
HOOD,2.8,52.5,4.81,11.09,16.22,16.93,0.62,39.6,248.0,3,2024-01-03,2024-01-04,2024-01-12,7,11.97,11.12,11.12,7.11,-1.044,-7.11,-2.84,stop,36.5,3.1
NVDA,3.3,46.7,2.58,5.01,1.36,16.53,14.97,15.1,17675.0,2,2024-01-03,2024-01-04,2024-01-23,13,48.18,46.34,59.87,3.82,3.799,24.26,-1.4,tiempo,82.1,4.9
MU,4.5,55.0,2.63,5.51,7.9,20.5,11.68,34.6,1286.0,3,2024-01-03,2024-01-04,2024-01-23,13,83.47,78.2,87.53,6.32,0.692,4.86,-2.95,tiempo,67.7,4.9
AMD,7.6,52.1,3.45,9.03,10.46,23.26,11.58,43.5,9062.0,3,2024-01-03,2024-01-04,2024-01-23,13,137.43,130.42,168.42,5.1,2.864,22.55,-2.5,tiempo,60.3,4.9
ASML,1.7,44.0,2.12,7.94,3.08,5.33,2.18,36.1,642.0,3,2024-01-03,2024-01-04,2024-01-23,13,706.64,684.29,778.39,3.16,2.2,10.15,-1.49,tiempo,59.6,4.9
LRCX,2.3,47.8,2.58,7.39,5.47,17.1,11.03,34.0,741.0,3,2024-01-03,2024-01-04,2024-01-23,13,74.3,71.45,83.04,3.84,2.155,11.76,-2.66,tiempo,72.2,4.9
VRT,1.8,46.5,3.76,7.81,4.31,50.64,44.42,35.1,226.0,3,2024-01-03,2024-01-04,2024-01-23,13,45.92,43.36,53.67,5.59,2.171,16.86,-1.82,tiempo,76.7,4.9
GE,3.9,53.2,1.63,3.32,4.74,13.43,8.3,35.3,528.0,3,2024-01-03,2024-01-04,2024-01-23,13,99.94,97.52,101.22,2.42,0.814,1.29,-0.84,stop,53.7,4.9
RACE,10.2,36.0,1.57,10.38,-2.77,7.54,10.61,31.0,126.0,2,2024-01-03,2024-01-04,2024-01-16,8,335.58,327.75,340.64,2.33,0.928,1.51,-0.68,stop,48.8,3.4
SMCI,10.1,47.4,5.08,12.9,2.16,19.28,16.76,17.6,835.0,2,2024-01-03,2024-01-04,2024-01-17,9,28.79,26.65,31.47,7.44,1.327,9.32,-4.04,stop,50.6,3.7
MRVL,2.2,48.0,3.14,7.41,4.37,6.45,1.99,20.8,489.0,3,2024-01-03,2024-01-04,2024-01-23,13,57.43,54.76,70.6,4.66,3.108,22.93,-3.13,tiempo,56.2,4.9
META,5.0,53.5,2.21,3.87,4.49,19.76,14.61,21.9,5691.0,3,2024-01-03,2024-01-04,2024-01-23,13,347.95,336.55,385.2,3.28,2.234,10.71,-1.31,tiempo,69.0,4.9
QCOM,1.6,48.1,1.92,6.64,5.61,14.56,8.48,49.1,1123.0,3,2024-01-04,2024-01-05,2024-01-24,13,137.33,133.4,154.37,2.86,2.748,12.41,-1.08,tiempo,67.2,4.9
TSM,1.8,44.8,1.86,5.32,1.75,5.07,3.27,23.5,868.0,3,2024-01-04,2024-01-05,2024-01-24,13,100.44,97.68,116.52,2.75,3.48,16.01,-1.63,tiempo,61.3,4.9
SNOW,3.7,44.3,3.07,8.7,5.38,12.02,6.3,41.9,895.0,3,2024-01-04,2024-01-05,2024-01-16,7,187.15,178.7,187.15,4.51,0.681,0.0,-1.38,stop,57.0,3.1
NOW,4.5,44.0,1.97,6.23,2.17,19.31,16.78,25.9,709.0,3,2024-01-04,2024-01-05,2024-01-24,13,135.84,131.86,152.68,2.93,2.702,12.4,-1.04,tiempo,81.4,4.9
INTC,4.8,54.6,3.01,7.66,10.18,31.81,19.63,39.6,1935.0,3,2024-01-04,2024-01-05,2024-01-24,13,47.16,44.96,49.09,4.67,0.771,4.09,-3.2,tiempo,74.7,4.9
CRM,0.9,49.1,1.87,5.99,7.06,16.82,9.12,44.8,1377.0,3,2024-01-04,2024-01-05,2024-01-24,13,252.64,245.58,276.88,2.79,2.291,9.59,-0.98,tiempo,67.2,4.9
IGV,0.7,42.3,1.44,5.32,2.25,12.72,10.24,44.3,249.0,3,2024-01-04,2024-01-05,2024-01-24,13,78.0,76.32,84.57,2.15,2.483,8.43,-1.1,tiempo,70.1,4.9
APP,2.3,43.2,3.83,12.55,-2.42,22.36,25.39,17.7,103.0,3,2024-01-04,2024-01-05,2024-01-24,13,38.42,36.23,43.31,5.71,1.779,12.73,-1.93,tiempo,64.5,4.9
PATH,0.9,44.3,4.61,14.05,8.86,29.31,18.79,31.3,252.0,2,2024-01-04,2024-01-05,2024-01-24,13,22.76,21.2,22.63,6.85,-0.155,-0.57,-6.45,tiempo,52.7,4.9
PANW,0.6,43.8,2.51,9.85,3.02,19.52,16.01,21.4,1046.0,3,2024-01-05,2024-01-08,2024-01-25,13,143.23,137.89,170.1,3.72,3.139,18.76,-1.03,tiempo,80.2,4.9
AMAT,0.9,40.5,2.64,9.3,-0.56,7.91,8.52,23.1,825.0,3,2024-01-05,2024-01-08,2024-01-25,13,151.52,145.62,172.63,3.89,2.413,13.93,-2.16,tiempo,73.3,4.9
TSLA,3.2,43.7,3.51,9.16,1.09,3.11,1.99,14.2,27573.0,3,2024-01-05,2024-01-08,2024-01-11,4,240.12,227.6,227.6,5.21,-1.042,-5.21,-3.68,stop,56.6,2.2
AVGO,2.4,49.4,2.46,8.52,6.56,25.08,17.38,32.7,4953.0,2,2024-01-05,2024-01-08,2024-01-25,13,105.65,101.78,123.0,3.66,2.86,16.42,-0.43,tiempo,77.3,4.9
WDC,9.4,51.4,2.27,5.44,6.18,20.37,13.37,27.6,258.0,2,2024-01-05,2024-01-08,2024-01-25,13,38.06,36.77,45.6,3.39,3.528,19.82,-2.76,tiempo,60.3,4.9
GOOGL,8.4,47.6,1.97,4.09,1.59,8.05,6.36,15.9,4082.0,2,2024-01-05,2024-01-08,2024-01-25,13,137.16,133.15,151.87,2.93,2.415,10.72,-0.66,tiempo,55.9,4.9
SNOW,9.3,47.4,3.06,6.51,3.3,13.18,9.57,28.8,792.0,2,2024-01-17,2024-01-18,2024-01-31,10,190.77,179.8,195.8,5.75,0.91,2.64,-3.34,stop,62.5,4.0
