ticker,f_rsi2,f_rsi14,f_atr_pct,f_pullback,f_vs_sma50,f_vs_sma200,f_trend_spread,f_adx,f_dvol_musd,f_down_days,signal_date,entry_date,exit_date,days,entry,stop,exit,stop_dist_pct,r,gross_pct,mae_pct,reason,score,cost_pct_margin
XLE,4.8,42.3,2.6,6.76,0.9,23.1,22.0,20.9,1557.0,3,2021-06-18,2021-06-21,2021-07-07,12,26.76,25.74,25.74,3.81,-1.121,-3.81,-2.32,stop,89.3,4.6
CSCO,1.2,40.4,1.64,5.38,-1.01,13.45,14.6,13.0,1059.0,3,2021-06-18,2021-06-21,2021-07-08,13,52.84,51.56,53.26,2.42,0.126,0.79,-1.04,tiempo,81.2,4.9
LMT,3.4,40.4,1.36,3.78,-1.73,3.32,5.15,14.7,503.0,3,2021-06-18,2021-06-21,2021-06-29,7,382.1,374.38,374.38,2.02,-1.153,-2.02,-1.37,stop,53.5,3.1
XOM,9.7,47.5,2.59,6.11,1.68,26.06,23.97,24.4,1498.0,3,2021-06-18,2021-06-21,2021-07-08,13,61.55,59.2,60.14,3.81,-0.729,-2.29,-3.64,tiempo,79.9,4.9
TXN,2.9,42.8,2.01,4.03,-1.83,8.87,10.89,7.5,748.0,3,2021-06-18,2021-06-21,2021-07-08,13,186.31,180.8,188.24,2.96,0.184,1.04,-1.58,tiempo,67.4,4.9
COP,5.2,47.9,2.83,5.95,4.05,26.75,21.82,24.8,486.0,3,2021-06-18,2021-06-21,2021-07-07,12,59.21,56.77,59.34,4.13,0.665,0.22,-1.69,stop,76.9,4.6
SLB,0.9,40.3,3.92,14.32,1.81,29.24,26.95,28.0,439.0,3,2021-06-18,2021-06-21,2021-07-07,12,32.09,30.25,30.25,5.74,-1.08,-5.74,-3.27,stop,66.7,4.6
XOP,5.1,47.4,3.51,7.42,5.44,34.46,27.53,20.8,617.0,3,2021-06-18,2021-06-21,2021-07-08,13,93.09,88.3,91.58,5.14,-0.411,-1.62,-5.1,tiempo,73.1,4.9
DELL,1.0,42.7,2.1,5.2,-1.07,22.53,23.85,13.0,213.0,3,2021-06-18,2021-06-21,2021-07-08,13,50.3,48.73,50.18,3.13,-0.234,-0.24,-1.61,tiempo,85.1,4.9
LRCX,31.0,45.1,3.07,5.6,-1.39,21.91,23.63,15.6,722.0,1,2021-06-21,2021-06-22,2021-07-08,12,62.4,59.55,59.55,4.56,-1.101,-4.56,-2.36,stop,82.6,4.6
NVO,9.9,53.4,1.25,3.67,4.24,13.44,8.83,35.9,77.0,2,2021-06-23,2021-06-24,2021-07-13,13,41.28,40.52,43.33,1.86,1.819,4.95,-0.56,tiempo,44.3,4.9
NOK,6.4,44.5,2.56,9.98,3.14,18.52,14.91,31.5,220.0,1,2021-06-23,2021-06-24,2021-07-08,10,5.17,4.98,5.31,3.75,1.009,2.74,-1.16,stop,68.8,4.0
LNG,18.7,52.8,2.09,3.38,4.15,30.56,25.36,28.1,115.0,3,2021-06-28,2021-06-29,2021-07-16,13,87.29,82.43,83.56,5.57,-0.855,-4.27,-5.34,tiempo,53.8,4.9
INTC,25.8,44.9,2.06,3.75,-1.42,1.22,2.68,14.1,1349.0,3,2021-07-01,2021-07-02,2021-07-08,4,56.64,54.87,54.87,3.13,-1.07,-3.13,-1.66,stop,39.0,2.2
MS,3.6,44.8,2.35,4.79,-0.85,20.61,21.64,19.7,831.0,3,2021-07-08,2021-07-09,2021-07-27,13,89.36,85.43,96.48,4.4,1.544,7.97,-1.99,tiempo,83.2,4.9
F,1.6,41.3,3.1,8.82,2.02,28.37,25.83,23.6,1106.0,3,2021-07-08,2021-07-09,2021-07-16,6,14.45,13.65,13.65,5.52,-1.051,-5.52,-3.53,stop,84.7,2.8
GS,2.6,41.7,2.34,5.43,-2.33,21.69,24.6,17.0,991.0,3,2021-07-08,2021-07-09,2021-07-16,6,366.0,353.4,366.0,3.44,0.669,0.0,-0.29,stop,83.3,2.8
AMAT,2.5,43.3,3.08,6.93,-0.87,26.21,27.31,12.3,939.0,3,2021-07-08,2021-07-09,2021-07-16,6,134.39,128.27,128.27,4.55,-1.062,-4.55,-2.08,stop,91.2,2.8
MRVL,5.1,61.5,2.57,4.24,12.77,19.79,6.23,46.3,415.0,2,2021-07-08,2021-07-09,2021-07-16,6,56.64,54.47,54.47,3.83,-1.073,-3.83,-2.28,stop,55.0,2.8
ASML,12.1,48.1,2.33,4.54,1.27,23.65,22.11,14.5,439.0,3,2021-07-19,2021-07-20,2021-08-05,13,684.32,660.37,794.75,3.5,2.916,16.14,-1.66,tiempo,70.5,4.9
AMZN,1.9,52.3,1.98,4.87,4.81,9.11,4.1,23.0,12696.0,3,2021-07-19,2021-07-20,2021-07-30,9,178.37,173.1,167.4,2.95,-2.207,-6.15,-1.38,gap,56.6,3.7
TSM,7.7,42.8,2.55,7.27,-1.13,2.8,3.98,14.2,1161.0,3,2021-07-19,2021-07-20,2021-08-05,13,115.88,111.48,119.22,3.8,0.629,2.88,-3.31,tiempo,61.7,4.9
IGV,11.7,51.8,1.52,3.21,4.43,9.93,5.26,21.1,296.0,2,2021-07-19,2021-07-20,2021-08-05,13,77.65,75.89,82.29,2.27,1.854,5.99,-0.37,tiempo,37.3,4.9
TXN,10.2,43.5,1.73,3.44,-0.62,7.55,8.22,10.9,622.0,2,2021-07-19,2021-07-20,2021-07-23,4,187.06,182.22,182.22,2.59,-1.085,-2.59,-1.89,stop,53.7,2.2
AAPL,9.7,58.2,1.99,4.49,7.83,12.08,3.94,38.9,12145.0,3,2021-07-19,2021-07-20,2021-08-05,13,144.07,139.5,147.06,3.17,0.5,2.08,-1.06,tiempo,43.4,4.9
NOK,18.5,57.5,2.91,4.76,6.27,27.69,20.15,31.4,179.0,3,2021-07-19,2021-07-20,2021-08-05,13,5.65,5.25,6.19,7.13,1.352,9.56,-0.18,tiempo,53.8,4.9
META,2.2,44.6,2.11,5.26,1.15,15.46,14.15,22.3,5096.0,3,2021-07-19,2021-07-20,2021-07-29,8,339.79,329.14,356.74,3.13,1.438,4.99,-1.56,stop,82.0,3.4
AVGO,3.9,45.4,2.32,4.13,0.48,5.78,5.28,12.5,787.0,3,2021-07-19,2021-07-20,2021-08-05,13,46.79,45.17,48.77,3.47,1.218,4.23,-0.99,tiempo,62.8,4.9
NVDA,25.4,51.4,3.39,7.2,6.09,29.85,22.39,25.8,7779.0,3,2021-07-27,2021-07-28,2021-08-13,13,19.62,17.74,20.19,9.62,0.249,2.88,-3.2,tiempo,60.9,4.9
ORCL,14.1,56.8,2.18,3.87,5.81,25.28,18.4,31.7,1173.0,2,2021-07-28,2021-07-29,2021-08-16,13,87.95,85.1,90.82,3.24,0.857,3.26,-1.23,tiempo,56.0,4.9
LMT,27.8,42.6,1.53,3.08,-2.61,1.62,4.34,17.0,374.0,3,2021-07-30,2021-08-02,2021-08-04,3,373.64,365.1,364.49,2.29,-1.155,-2.45,-2.04,gap,32.3,1.9
CRM,5.4,46.6,1.88,3.75,0.06,3.72,3.66,14.7,1523.0,2,2021-08-02,2021-08-03,2021-08-19,13,242.47,235.36,253.07,2.93,1.329,4.37,-1.41,tiempo,57.0,4.9
META,9.4,50.0,2.45,5.9,2.3,18.31,15.65,22.3,5674.0,3,2021-08-03,2021-08-04,2021-08-20,13,353.77,339.53,359.37,4.03,0.271,1.58,-0.78,tiempo,75.2,4.9
MAR,4.4,44.8,3.09,6.7,-2.29,2.52,4.92,13.7,312.0,3,2021-08-04,2021-08-05,2021-08-12,6,141.0,134.6,134.6,4.54,-1.062,-4.54,-3.73,stop,59.9,2.8
LNG,12.2,44.8,2.43,3.42,-2.59,17.31,20.43,21.7,86.0,2,2021-08-09,2021-08-10,2021-08-26,13,84.82,81.77,87.92,3.6,0.88,3.65,-3.15,tiempo,58.8,4.9
AMD,14.0,61.2,4.61,10.35,17.2,23.52,5.4,34.3,9460.0,3,2021-08-10,2021-08-11,2021-08-27,13,109.17,88.67,111.4,18.78,0.083,2.04,-6.59,tiempo,36.1,4.9
NOW,3.1,49.0,2.16,4.25,4.29,8.23,3.78,31.0,590.0,3,2021-08-11,2021-08-12,2021-08-30,13,116.23,112.53,128.33,3.18,2.233,10.41,-2.43,tiempo,53.0,4.9
MRVL,13.0,57.7,2.5,3.39,6.38,21.87,14.56,19.4,313.0,2,2021-08-11,2021-08-12,2021-08-17,4,60.4,58.15,58.15,3.72,-1.059,-3.72,-2.96,stop,53.0,2.2
PANW,28.5,35.9,2.5,8.58,-2.99,6.39,9.67,26.2,332.0,2,2021-08-12,2021-08-13,2021-08-19,5,62.28,59.98,59.95,3.7,-1.082,-3.75,-3.47,gap,65.4,2.5
NOK,6.0,58.5,2.25,4.29,7.13,32.05,23.26,31.8,162.0,1,2021-08-12,2021-08-13,2021-08-19,5,6.06,5.86,5.82,3.35,-1.257,-3.96,-2.64,gap,64.9,2.5
GE,4.8,43.8,2.88,4.6,-2.79,4.07,7.06,13.0,969.0,3,2021-08-17,2021-08-18,2021-08-19,2,64.34,61.6,61.6,4.26,-1.038,-4.26,-2.43,stop,57.9,1.6
NVDA,6.3,42.7,3.13,7.74,-1.86,24.44,26.8,16.5,4184.0,3,2021-08-18,2021-08-19,2021-09-07,13,19.63,18.74,22.66,4.55,2.336,15.42,-4.44,tiempo,82.1,4.9
MRVL,5.2,45.0,2.62,6.54,0.99,16.73,15.58,16.4,291.0,3,2021-08-18,2021-08-19,2021-08-27,7,59.1,56.82,60.34,3.85,0.942,2.1,-3.38,stop,82.3,3.1
DELL,2.1,42.2,1.63,4.27,-2.12,10.46,12.85,14.4,99.0,3,2021-08-19,2021-08-20,2021-08-27,6,49.35,48.16,49.9,2.41,0.864,1.11,-0.36,stop,67.0,2.8
STX,4.2,45.9,2.59,6.36,-0.35,14.1,14.49,13.5,158.0,3,2021-08-19,2021-08-20,2021-08-24,3,88.79,85.36,85.36,3.86,-1.049,-3.86,-0.9,stop,82.2,1.9
MS,2.7,55.3,2.13,4.72,6.23,24.89,17.57,34.3,847.0,3,2021-08-19,2021-08-20,2021-09-08,13,100.75,97.56,103.57,3.16,1.038,2.8,-1.23,tiempo,72.4,4.9
RACE,3.0,45.5,1.7,5.63,1.33,1.78,0.44,18.0,60.0,3,2021-08-19,2021-08-20,2021-09-08,13,214.05,208.63,219.34,2.53,0.782,2.47,-1.5,tiempo,52.2,4.9
VRT,5.6,41.3,2.14,5.47,-1.85,19.4,21.66,17.4,56.0,2,2021-08-19,2021-08-20,2021-09-08,13,27.08,26.23,26.7,3.16,0.372,-1.4,-1.96,gap,77.1,4.9
LLY,8.5,52.3,2.09,4.75,5.5,29.01,22.28,53.1,662.0,2,2021-08-27,2021-08-30,2021-09-01,3,263.13,254.97,254.97,3.1,-1.061,-3.1,-2.0,stop,65.6,1.9
NOK,14.4,50.1,1.88,3.88,2.6,25.93,22.74,15.8,98.0,2,2021-09-01,2021-09-02,2021-09-13,7,6.03,5.76,5.76,4.52,-1.069,-4.52,-3.48,stop,58.9,3.1
GE,15.6,46.7,2.63,3.7,-1.0,2.38,3.41,10.7,834.0,3,2021-09-08,2021-09-09,2021-09-20,8,65.25,62.23,61.37,4.63,-1.358,-5.95,-4.45,gap,41.9,3.4
DELL,4.3,39.0,1.94,7.03,-2.8,6.32,9.38,18.9,191.0,2,2021-09-08,2021-09-09,2021-09-27,13,48.77,47.37,53.15,2.87,2.142,8.98,-1.77,tiempo,66.2,4.9
MRVL,11.2,49.7,2.34,4.54,1.87,18.53,16.35,11.1,332.0,2,2021-09-08,2021-09-09,2021-09-27,13,61.34,59.22,63.07,3.46,0.674,2.82,-3.18,tiempo,67.3,4.9
BB,4.1,45.9,5.5,11.04,-2.88,1.02,4.01,22.0,108.0,3,2021-09-08,2021-09-09,2021-09-14,4,10.84,9.98,9.98,7.9,-1.028,-7.9,-5.35,stop,37.1,2.2
GS,2.5,51.9,1.79,3.6,3.78,20.35,15.96,26.7,786.0,3,2021-09-09,2021-09-10,2021-09-15,4,408.88,398.05,398.0,2.65,-1.087,-2.66,-1.49,gap,71.5,2.2
AMD,2.0,46.6,3.06,5.92,2.87,17.44,14.16,22.8,5548.0,3,2021-09-13,2021-09-14,2021-09-20,5,105.52,100.71,100.71,4.56,-1.055,-4.56,-1.72,stop,80.2,2.5
CRM,9.9,45.7,1.98,5.2,1.34,9.2,7.76,21.7,1736.0,2,2021-09-14,2021-09-15,2021-09-28,10,255.11,247.57,270.99,2.96,1.667,6.22,-0.85,stop,60.0,4.0
ORCL,3.2,36.0,1.83,5.01,-2.48,15.53,18.47,15.0,826.0,2,2021-09-14,2021-09-15,2021-09-30,12,86.95,84.41,87.95,2.92,0.79,1.16,-2.32,stop,75.7,4.6
XOP,14.4,50.7,3.79,6.15,2.06,5.18,3.06,18.9,562.0,3,2021-09-20,2021-09-21,2021-10-07,13,86.0,81.21,102.79,5.57,2.414,19.52,-3.64,tiempo,42.7,4.9
ASML,4.8,52.3,2.09,5.46,6.1,30.83,23.3,36.3,646.0,3,2021-09-20,2021-09-21,2021-09-28,6,860.0,826.18,794.84,3.93,-1.998,-7.58,-3.13,gap,71.2,2.8
OXY,12.3,48.0,4.97,8.61,-1.64,0.59,2.26,15.0,413.0,3,2021-09-20,2021-09-21,2021-10-07,13,25.92,24.02,32.48,7.33,2.41,25.31,-3.28,tiempo,36.1,4.9
AMAT,12.8,48.1,3.15,5.94,-0.13,10.54,10.68,13.8,951.0,2,2021-09-20,2021-09-21,2021-09-29,7,137.13,130.73,130.73,4.67,-1.066,-4.67,-3.35,stop,64.1,3.1
TSLA,10.1,51.2,2.84,3.86,4.09,5.12,0.99,15.1,12721.0,1,2021-09-20,2021-09-21,2021-10-07,13,247.33,234.9,264.54,5.03,1.344,6.96,-1.56,tiempo,39.7,4.9
GOOGL,7.3,44.3,1.63,4.47,1.25,21.99,20.48,22.0,3702.0,3,2021-09-20,2021-09-21,2021-09-28,6,139.75,135.87,135.87,2.78,-1.101,-2.78,-1.05,stop,79.7,2.8
SNOW,5.0,56.1,3.77,4.32,8.81,16.02,6.62,14.9,1945.0,3,2021-09-20,2021-09-21,2021-09-28,6,316.23,297.27,297.27,5.99,-1.047,-5.99,-2.7,stop,51.2,2.8
COP,14.8,51.8,2.85,3.79,1.61,8.51,6.79,11.9,437.0,3,2021-09-20,2021-09-21,2021-10-07,13,58.47,54.5,71.51,6.78,2.322,22.3,-1.28,tiempo,46.0,4.9
MS,4.3,37.5,2.18,6.47,-1.16,16.59,17.95,24.8,752.0,3,2021-09-20,2021-09-21,2021-09-29,7,99.43,96.2,100.08,3.25,0.756,0.66,-1.49,stop,84.2,3.1
RACE,3.6,40.1,1.56,3.75,-1.2,1.33,2.56,13.2,51.0,3,2021-09-20,2021-09-21,2021-09-29,7,214.78,209.78,209.78,2.33,-1.133,-2.33,-1.99,stop,47.9,3.1
LNG,11.8,43.6,2.95,7.41,-1.34,11.24,12.76,12.1,121.0,3,2021-09-20,2021-09-21,2021-10-06,12,86.9,83.12,97.41,4.35,2.034,12.09,-1.48,stop,65.0,4.6
EWT,1.1,38.8,1.4,5.08,-2.39,3.1,5.63,14.9,229.0,3,2021-09-20,2021-09-21,2021-10-01,9,62.92,61.59,61.59,2.12,-1.174,-2.12,-1.76,stop,58.2,3.7
JPM,4.8,37.9,1.97,6.18,-2.01,2.38,4.48,15.6,1685.0,2,2021-09-21,2021-09-22,2021-10-08,13,155.2,149.89,170.22,3.42,2.021,9.68,-0.06,tiempo,62.0,4.9
NFLX,13.4,52.4,2.3,5.53,4.94,8.68,3.56,41.3,1978.0,2,2021-09-21,2021-09-22,2021-10-08,13,58.19,56.21,63.27,3.4,1.889,8.73,-0.85,tiempo,43.2,4.9
AMZN,4.3,40.3,1.9,5.16,-2.67,1.2,3.98,21.0,10036.0,3,2021-09-21,2021-09-22,2021-09-30,7,168.99,164.23,164.23,2.81,-1.11,-2.81,-2.65,stop,55.3,3.1
NVDA,22.5,45.5,2.89,6.99,2.48,30.38,27.22,22.0,5490.0,2,2021-09-21,2021-09-22,2021-09-29,6,21.42,20.5,20.5,4.3,-1.065,-4.3,-3.61,stop,87.2,2.8
AVGO,5.9,47.5,1.89,3.68,0.92,5.48,4.52,15.5,860.0,3,2021-09-21,2021-09-22,2021-10-01,8,49.42,48.04,48.04,2.81,-1.121,-2.81,-1.98,stop,55.0,3.4
NOW,21.5,41.5,2.38,8.93,0.11,12.99,12.86,32.2,661.0,2,2021-09-29,2021-09-30,2021-10-18,13,124.77,120.36,133.24,3.54,1.572,6.79,-2.3,tiempo,79.1,4.9
SNOW,3.7,41.2,3.75,9.34,0.45,10.83,10.33,16.3,1418.0,3,2021-09-29,2021-09-30,2021-10-18,13,304.0,287.47,337.88,5.44,1.685,11.14,-4.6,tiempo,69.6,4.9
MAR,11.0,58.9,2.45,4.04,5.87,6.17,0.29,25.9,283.0,3,2021-09-30,2021-10-01,2021-10-19,13,152.13,139.03,155.02,8.61,0.164,1.9,-1.22,tiempo,32.8,4.9
AVGO,8.6,36.0,2.03,6.63,-2.81,1.48,4.42,15.1,881.0,2,2021-10-04,2021-10-05,2021-10-21,13,48.66,47.08,51.42,3.23,1.476,5.67,-2.31,tiempo,60.2,4.9
DELL,12.4,53.1,2.21,3.15,3.2,11.35,7.9,19.8,275.0,2,2021-10-13,2021-10-14,2021-10-27,10,53.04,51.3,55.43,3.29,1.311,4.5,-0.46,stop,45.7,4.0
OXY,16.7,63.0,4.14,4.01,18.82,22.52,3.11,33.4,610.0,3,2021-10-13,2021-10-14,2021-11-01,13,32.9,28.99,34.81,11.88,0.448,5.81,-4.07,tiempo,33.1,4.9
TXN,3.0,38.5,1.96,6.75,-2.32,1.63,4.04,13.4,691.0,3,2021-10-13,2021-10-14,2021-10-27,10,189.38,183.88,185.64,2.91,0.273,-1.97,-0.24,gap,61.8,4.0
COST,10.1,44.2,1.78,4.8,-1.6,13.67,15.52,20.7,897.0,3,2021-10-13,2021-10-14,2021-11-01,13,450.51,434.59,491.87,3.53,1.91,9.18,-0.89,tiempo,67.1,4.9
MAR,13.7,52.8,2.42,4.23,6.49,8.38,1.78,29.3,329.0,3,2021-10-20,2021-10-21,2021-11-08,13,155.19,149.63,168.39,3.58,1.8,8.51,-1.51,tiempo,32.4,4.9
EWT,28.9,49.1,1.28,3.32,-1.19,0.86,2.07,18.6,199.0,3,2021-10-22,2021-10-25,2021-11-10,13,62.59,59.76,64.51,4.52,0.57,3.07,-0.38,tiempo,31.5,4.9
GOOGL,5.3,44.9,1.88,4.04,-1.95,14.48,16.76,15.8,4277.0,2,2021-10-25,2021-10-26,2021-11-11,13,139.26,134.91,145.77,3.13,1.34,4.67,-0.69,tiempo,72.0,4.9
NOW,6.6,54.5,2.36,3.5,3.16,19.09,15.44,23.1,693.0,2,2021-10-27,2021-10-28,2021-11-15,13,136.97,129.09,136.51,5.75,-0.143,-0.33,-3.07,tiempo,68.7,4.9
F,8.5,56.6,3.07,6.28,10.66,17.75,6.41,40.3,1098.0,3,2021-10-27,2021-10-28,2021-11-15,13,16.86,15.27,19.86,9.4,1.644,17.79,-1.84,tiempo,55.0,4.9
TXN,13.3,39.8,2.21,6.86,-2.83,0.91,3.85,16.7,774.0,2,2021-10-29,2021-11-01,2021-11-17,13,188.36,182.13,189.57,3.3,0.046,0.64,-1.21,tiempo,47.6,4.9
LNG,8.2,52.9,2.85,7.27,7.69,25.27,16.32,27.8,192.0,3,2021-10-29,2021-11-01,2021-11-17,13,104.7,100.27,104.89,4.23,-0.073,0.18,-2.02,tiempo,68.9,4.9
COP,6.8,53.2,2.43,5.57,9.76,27.09,15.79,34.3,622.0,2,2021-11-03,2021-11-04,2021-11-19,12,74.0,71.35,70.92,3.58,-1.29,-4.16,-3.38,gap,70.2,4.6
OXY,13.6,54.6,3.97,5.49,10.89,21.75,9.79,33.1,548.0,3,2021-11-05,2021-11-08,2021-11-10,3,34.14,32.15,32.15,5.83,-1.033,-5.83,-3.49,stop,47.3,1.9
PANW,8.8,49.4,2.61,4.15,1.54,24.97,23.08,21.7,530.0,3,2021-11-05,2021-11-08,2021-11-24,13,83.33,79.43,91.62,4.68,1.707,9.94,-1.55,tiempo,74.3,4.9
ASML,7.7,52.6,2.43,3.84,0.76,17.28,16.39,16.4,717.0,1,2021-11-10,2021-11-11,2021-11-24,10,835.44,792.5,782.0,5.14,-1.322,-6.4,-5.07,gap,73.6,4.0
RACE,15.7,69.1,2.04,3.63,12.71,19.46,5.99,49.7,110.0,3,2021-11-10,2021-11-11,2021-11-30,13,256.88,233.5,260.46,9.1,0.099,1.39,-0.71,tiempo,36.2,4.9
AAPL,8.3,48.3,1.64,3.08,0.34,7.83,7.47,16.1,10034.0,2,2021-11-11,2021-11-12,2021-11-26,10,149.43,145.8,158.22,2.43,1.795,5.88,-1.3,stop,56.1,4.0
TSLA,11.3,50.2,5.42,17.6,13.89,38.41,21.53,45.7,37743.0,3,2021-11-15,2021-11-16,2021-11-23,6,343.99,316.54,354.95,7.98,0.914,3.19,-2.89,stop,40.0,2.8
LLY,12.9,56.7,2.23,4.64,6.66,16.25,8.99,21.0,704.0,3,2021-11-15,2021-11-16,2021-11-30,10,259.61,248.25,248.25,4.38,-1.091,-4.38,-1.97,stop,47.4,4.0
NOK,5.5,42.3,2.07,6.05,-1.91,8.72,10.83,12.1,111.0,2,2021-11-16,2021-11-17,2021-12-06,13,5.63,5.46,5.69,3.08,0.187,1.07,-2.66,tiempo,66.8,4.9
MAR,1.6,42.5,2.67,8.55,0.18,6.37,6.17,23.5,320.0,3,2021-11-16,2021-11-17,2021-11-26,7,155.58,149.4,146.65,3.97,-1.524,-5.74,-3.42,gap,70.4,3.1
NVDA,13.1,66.3,4.19,5.01,22.75,57.75,28.51,50.1,11806.0,2,2021-11-17,2021-11-18,2021-12-07,13,32.37,26.87,32.43,16.97,-0.018,0.19,-13.37,tiempo,55.0,4.9
VRT,11.4,59.4,2.57,3.76,8.41,9.48,0.98,30.5,98.0,3,2021-11-18,2021-11-19,2021-11-23,3,26.84,25.81,25.81,3.82,-1.05,-3.82,-2.01,stop,31.9,1.9
JPM,0.1,32.2,1.66,6.11,-2.81,2.1,5.05,18.6,1389.0,3,2021-11-19,2021-11-22,2021-11-26,4,164.16,158.92,158.92,3.19,-1.069,-3.19,-0.71,stop,63.9,2.2
XOP,2.9,37.0,3.75,11.39,-2.92,10.95,14.29,22.3,764.0,2,2021-11-19,2021-11-22,2021-11-26,4,101.57,96.01,96.01,5.47,-1.04,-5.47,-2.73,stop,62.6,2.2
GS,1.8,35.8,2.17,8.6,-2.88,4.56,7.66,18.7,865.0,3,2021-11-19,2021-11-22,2021-11-30,6,393.16,379.36,379.36,3.51,-1.08,-3.51,-2.72,stop,65.0,2.8
XLE,1.8,37.4,2.25,7.56,-0.97,5.94,6.98,20.9,1471.0,3,2021-11-19,2021-11-22,2021-12-02,8,27.91,26.98,26.98,3.31,-1.103,-3.31,-3.28,stop,73.7,3.4
XOM,3.4,38.5,2.32,8.57,-1.3,3.12,4.48,26.4,1236.0,3,2021-11-19,2021-11-22,2021-11-26,4,62.03,59.92,59.92,3.4,-1.065,-3.4,-2.76,stop,63.5,2.2
SNOW,1.7,41.9,3.9,14.51,1.19,25.36,23.89,35.0,971.0,3,2021-11-23,2021-11-24,2021-12-01,5,353.5,332.37,332.37,5.98,-1.042,-5.98,-4.54,stop,68.5,2.5
DELL,8.4,45.7,2.3,3.58,0.46,9.9,9.4,14.6,359.0,2,2021-11-23,2021-11-24,2021-12-13,13,55.35,53.46,56.02,3.41,0.783,1.21,-0.99,stop,60.9,4.9
IGV,24.6,41.2,1.93,5.44,-0.53,8.82,9.4,21.8,414.0,2,2021-11-24,2021-11-26,2021-12-01,4,84.49,82.01,82.01,2.94,-1.075,-2.94,-2.18,stop,70.5,2.2
STX,4.4,54.8,3.15,8.79,9.83,13.73,3.56,42.5,265.0,3,2021-11-26,2021-11-29,2021-12-13,11,100.77,96.1,100.77,4.63,0.657,0.0,-0.08,stop,49.7,4.3
CRM,0.5,34.8,2.18,8.31,-1.52,14.22,15.98,28.2,1231.0,3,2021-11-26,2021-11-29,2021-12-01,3,289.52,280.21,271.26,3.21,-2.021,-6.31,-2.11,gap,85.0,1.9
TXN,11.8,43.6,2.03,3.54,-2.47,0.37,2.91,11.8,811.0,1,2021-11-26,2021-11-29,2021-12-15,13,192.52,186.49,193.44,3.13,-0.004,0.48,-2.42,tiempo,39.0,4.9
AVGO,14.7,50.8,1.87,4.91,4.66,12.84,7.81,35.5,881.0,1,2021-11-26,2021-11-29,2021-12-15,13,55.73,54.13,63.99,2.87,3.156,14.81,-2.39,tiempo,44.9,4.9
ASML,2.1,38.8,2.83,11.05,-2.9,9.71,12.99,17.6,614.0,3,2021-11-26,2021-11-29,2021-12-03,5,795.92,762.77,762.77,4.17,-1.06,-4.17,-2.21,stop,65.9,2.5
QCOM,4.0,66.7,3.15,5.68,21.83,25.88,3.32,52.5,2503.0,3,2021-11-26,2021-11-29,2021-12-15,13,180.25,163.22,189.28,9.45,0.478,5.01,-5.02,tiempo,59.3,4.9
ORCL,19.3,40.9,1.98,3.97,-1.28,11.38,12.83,10.8,618.0,2,2021-11-26,2021-11-29,2021-11-30,2,94.08,91.34,91.34,2.91,-1.055,-2.91,-1.29,stop,70.6,1.6
MSFT,3.5,50.8,1.69,3.91,5.06,19.56,13.8,48.3,7943.0,2,2021-11-26,2021-11-29,2021-12-03,5,337.93,327.01,327.01,3.23,-1.077,-3.23,-3.0,stop,66.6,2.5
GOOGL,5.0,41.8,1.96,5.11,-0.21,12.86,13.1,16.6,4242.0,2,2021-11-26,2021-11-29,2021-12-02,4,144.56,140.37,140.37,2.9,-1.076,-2.9,-2.52,stop,78.8,2.2
AMAT,7.0,45.3,3.24,9.73,2.6,7.55,4.83,27.1,1077.0,1,2021-11-26,2021-11-29,2021-12-13,11,147.18,140.21,147.18,4.73,0.659,0.0,-4.19,stop,52.3,4.3
NVO,12.4,44.3,1.64,6.53,2.47,22.11,19.16,29.8,100.0,2,2021-11-29,2021-11-30,2021-11-30,1,54.49,53.16,53.16,2.44,-1.053,-2.44,0.0,stop,67.0,1.3
BRK-B,5.1,36.9,1.39,4.19,-2.21,0.05,2.31,14.4,1199.0,3,2021-11-30,2021-12-01,2021-12-17,13,280.2,274.42,293.66,2.06,1.677,4.8,-1.93,tiempo,49.4,4.9
LNG,20.5,49.8,3.21,3.71,1.5,20.81,19.02,15.1,170.0,3,2021-11-30,2021-12-01,2021-12-02,2,106.02,100.78,100.78,4.94,-1.032,-4.94,-4.0,stop,58.8,1.6
F,5.8,54.9,3.9,6.3,13.41,35.87,19.8,55.5,2114.0,3,2021-11-30,2021-12-01,2021-12-06,4,19.95,18.83,18.83,5.63,-1.039,-5.63,-5.11,stop,69.6,2.2
COST,9.6,54.7,2.17,5.29,7.24,25.98,17.48,53.9,1156.0,3,2021-12-02,2021-12-03,2021-12-21,13,530.91,511.76,545.43,3.61,0.993,2.73,-1.34,tiempo,65.6,4.9
LITE,5.8,41.0,3.06,8.59,-1.26,0.26,1.54,20.4,72.0,3,2021-12-02,2021-12-03,2021-12-21,13,86.55,82.63,103.8,4.53,2.843,19.93,-1.79,tiempo,49.8,4.9
LLY,13.3,39.8,2.47,8.53,0.32,9.89,9.54,19.5,740.0,2,2021-12-02,2021-12-03,2021-12-06,2,252.13,242.93,242.93,3.65,-1.044,-3.65,-3.59,stop,74.8,1.6
AMZN,4.7,41.8,2.8,8.29,-0.82,1.09,1.93,19.1,12714.0,3,2021-12-03,2021-12-06,2021-12-15,8,173.49,165.98,165.98,4.33,-1.079,-4.33,-4.07,stop,59.6,3.4
